192

C	5.5	4.33012701892	3.0
C	5.5	6.06217782649	3.0
C	4.5	6.06217782649	0.0
C	5.5	6.06217782649	0.0
C	5.5	7.79422863406	0.0
C	4.5	6.06217782649	1.0
C	5.5	6.06217782649	1.0
C	5.5	7.79422863406	1.0
C	4.5	6.06217782649	2.0
C	5.5	6.06217782649	2.0
C	5.5	7.79422863406	2.0
C	4.5	6.06217782649	3.0
C	5.5	6.06217782649	3.0
C	5.5	7.79422863406	3.0
C	4.5	7.79422863406	0.0
C	5.5	7.79422863406	0.0
C	5.5	9.52627944163	0.0
C	4.5	7.79422863406	1.0
C	5.5	7.79422863406	1.0
C	5.5	9.52627944163	1.0
C	4.5	7.79422863406	2.0
C	5.5	7.79422863406	2.0
C	5.5	9.52627944163	2.0
C	4.5	7.79422863406	3.0
C	5.5	7.79422863406	3.0
C	5.5	9.52627944163	3.0
